2018 09 02			
'UIV-2026'			
2018 09 02			
'days'			
3			
'Water Rate SC'	'Gas Rate SC'	'Well Bottom-hole Pressure'	
391	0	2752505.082	66242.56324
392	0	2801531.256	65449.49925
393	0	2736107.237	65515.7579
394	0	2599453.408	67217.11134
395	0	0	65429.23795
396	0	0	65107.43715
397	0	0	66131.35611
398	0	0	65945.22904
399	0	0	65954.44484
400	0	0	64983.66514
401	0	0	65760.98164
402	0	0	63640.79592
403	0	0	64285.59522
404	0	0	65470.29641
405	0	0	65569.26038
406	0	0	65750.93765
407	0	0	65338.4587
408	0	0	65106.8453
409	0	0	65367.19495
410	0	0	63593.09537
411	0	0	64953.02723
412	0	0	65097.86807
413	0	0	64157.89127
414	0	0	65288.90496
415	0	0	65811.89249
416	0	0	65773.23445
417	0	0	63633.29205
418	0	0	64975.04804
419	0	0	65746.64405
420	0	0	63775.21602
421	0	0	63725.13495
422	0	0	65315.84927
423	0	0	65512.18698
424	0	0	64365.08147
425	0	0	65721.40177
426	0	0	65577.62627
427	0	0	65247.01034
428	0	0	65954.83819
429	0	0	64667.38544
430	0	0	64221.91787
431	0	0	64407.23745
432	0	0	63611.70709
433	0	0	64201.0398
434	0	0	64717.46805
435	0	0	63795.15472
436	0	0	63904.48547
437	0	0	63227.25476
438	0	0	65931.84912
439	0	0	63898.40337
440	0	0	63810.27395
441	0	0	65208.11484
442	0	0	64008.91598
443	0	0	64038.06242
444	0	0	65389.58632
445	0	0	65357.76995
446	0	0	64713.16881
447	0	0	65355.56956
448	0	0	64255.80303
449	0	0	63569.17298
450	0	0	65580.21867
451	0	0	64511.29534
452	0	0	65909.08993
453	0	0	64240.5097
454	0	0	65612.37466
455	0	0	64621.19585
456	0	0	65041.71356
457	0	0	63834.38612
458	0	0	64788.81174
459	0	0	63873.86174
460	0	0	65369.29717
461	0	0	63703.80984
462	0	0	64133.51697
463	0	0	63035.93802
464	0	0	63354.66461
465	0	0	64958.88544
466	0	0	63861.58277
467	0	0	64038.31721
468	0	0	64560.06642
469	0	0	65290.46248
470	0	0	64467.61593
471	0	0	65610.18525
472	0	0	64816.78591
473	0	0	64447.14387
474	0	0	65342.91301
475	0	0	63392.20949
476	0	0	64935.98218
477	0	0	63042.63558
478	0	0	65784.12836
479	0	0	63423.68974
480	0	0	62900.47283
481	0	0	64326.68643
482	0	0	62979.79468
483	0	0	63598.86118
484	0	0	62895.74794
485	0	0	63603.93817
486	0	0	63576.77312
487	0	0	64826.58863
488	0	0	65680.28713
489	0	0	64278.803
490	0	0	65261.20443
491	0	0	63553.92666
492	0	0	64972.70273
493	0	0	64122.12048
494	0	0	63110.32256
495	0	0	63896.398
496	0	0	64246.58548
497	0	0	65410.41024
498	0	0	63557.65387
499	0	0	63983.72913
500	0	0	65239.60772
501	0	0	64278.48564
502	0	0	63885.48733
503	0	0	63562.80883
504	0	0	63120.28343
505	0	0	64123.08617
506	0	0	65193.4707
507	0	0	65071.67497
508	0	0	64166.7821
509	0	0	65471.9775
510	0	0	65016.70582
511	0	0	65346.25428
512	0	0	64075.48867
513	0	0	65417.91477
514	0	0	65260.65771
515	0	0	62986.80949
516	0	0	64367.02073
517	0	0	63039.11389
518	0	0	65106.53383
519	0	0	63871.15985
520	0	0	65007.99178
521	0	0	62830.44097
522	0	0	62815.53731
523	0	0	62912.06877
524	0	0	63778.10499
525	0	0	63773.0886
526	0	0	65419.13302
527	0	0	63743.86547
528	0	0	65034.88983
529	0	0	64199.56394
530	0	0	62765.35089
531	0	0	64571.28252
532	0	0	63878.61056
533	0	0	64210.99893
534	0	0	64621.32835
535	0	0	63064.72718
536	0	0	64092.85858
537	0	0	63540.81274
538	0	0	63461.2383
539	0	0	64260.40902
540	0	0	63604.30003
541	0	0	63021.23891
542	0	0	62689.0898
543	0	0	65170.12572
544	0	0	62903.6258
545	0	0	64611.54934
546	0	0	65188.0747
547	0	0	64571.52091
548	0	0	65361.52677
549	0	0	63486.23368
550	0	0	65178.55376
551	0	0	62885.32125
552	0	0	63305.48153
553	0	0	65252.20279
554	0	0	64358.18536
555	0	0	65423.67289
556	0	0	63815.80727
557	0	0	63161.36495
558	0	0	64410.87966
559	0	0	62722.4718
560	0	0	63088.62037
561	0	0	64087.06388
562	0	0	62729.36882
563	0	0	62793.68748
564	0	0	64362.8739
565	0	0	62955.91239
566	0	0	64997.41042
567	0	0	64003.18457
568	0	0	62923.85564
569	0	0	63191.65018
570	0	0	65261.3662
571	0	0	63931.61497
572	0	0	63856.28511
573	0	0	63388.63944
574	0	0	62828.46809
575	0	0	63269.4766
576	0	0	64861.49753
577	0	0	63798.08853
578	0	0	63688.97298
579	0	0	63375.54148
580	0	0	63947.59391
581	0	0	62676.58932
582	0	0	62532.32501
583	0	0	63453.32114
584	0	0	65337.07507
585	0	0	63835.03121
586	0	0	64420.36114
587	0	0	64760.51388
588	0	0	64273.50863
589	0	0	62515.27113
590	0	0	63061.92336
591	0	0	64363.02669
592	0	0	63197.13785
593	0	0	63159.17128
594	0	0	64051.31697
595	0	0	63430.71085
596	0	0	64803.32578
597	0	0	63969.43595
598	0	0	64163.53354
599	0	0	63794.67654
600	0	0	65156.27999
601	0	0	64755.80245
602	0	0	63341.5669
603	0	0	63116.00671
604	0	0	62691.55635
605	0	0	65195.63438
606	0	0	64419.78474
607	0	0	63403.05433
608	0	0	65254.60188
609	0	0	63123.91925
610	0	0	63974.90457
611	0	0	65138.03512
612	0	0	64144.66141
613	0	0	63927.11002
614	0	0	62588.51867
615	0	0	64683.89803
616	0	0	62769.28674
617	0	0	63786.95908
618	0	0	62758.21319
619	0	0	62382.44112
620	0	0	64430.24582
621	0	0	64715.24739
622	0	0	65165.31962
623	0	0	63860.63425
624	0	0	62909.82701
625	0	0	63622.0638
626	0	0	63761.31044
627	0	0	64389.17214
628	0	0	63404.38546
629	0	0	64569.47467
630	0	0	65021.27945
631	0	0	63244.45642
632	0	0	63236.47803
633	0	0	62314.6318
634	0	0	64460.97965
635	0	0	62766.67345
636	0	0	63829.52573
637	0	0	63862.88024
638	0	0	64345.12324
639	0	0	63924.61806
640	0	0	63879.45157
641	0	0	63924.55362
642	0	0	62755.87758
643	0	0	62870.70848
644	0	0	64201.45235
645	0	0	64419.67374
646	0	0	62800.00787
647	0	0	63217.25129
648	0	0	63476.42644
649	0	0	62713.21615
650	0	0	64343.18679
651	0	0	64595.8507
652	0	0	63657.10176
653	0	0	63579.3677
654	0	0	63620.74727
655	0	0	62729.77026
656	0	0	64262.58274
657	0	0	63012.36908
658	0	0	64107.99149
659	0	0	62572.18032
660	0	0	64318.77639
661	0	0	64730.62782
662	0	0	62508.18175
663	0	0	63613.35948
664	0	0	62886.47532
665	0	0	62856.21023
666	0	0	63018.56782
667	0	0	62828.49076
668	0	0	62293.48746
669	0	0	63324.0604
670	0	0	63240.49587
671	0	0	63647.48965
672	0	0	65014.39871
673	0	0	62868.28174
674	0	0	64887.41863
675	0	0	63223.57749
676	0	0	62460.25043
677	0	0	63992.41507
678	0	0	64372.99226
679	0	0	64936.16614
680	0	0	62241.7573
681	0	0	62339.1022
682	0	0	64719.3225
683	0	0	64985.93653
684	0	0	64345.80315
685	0	0	64368.66165
686	0	0	63869.69252
687	0	0	62941.71648
688	0	0	64991.62545
689	0	0	62987.51375
690	0	0	63771.97846
691	0	0	62662.83237
692	0	0	63007.30998
693	0	0	64154.87112
694	0	0	64100.18017
695	0	0	63693.31414
696	0	0	62597.29005
697	0	0	62844.17174
698	0	0	64489.12002
699	0	0	62242.93168
700	0	0	64912.8481
701	0	0	64309.28388
702	0	0	62566.54298
703	0	0	64772.1663
704	0	0	62783.23039
705	0	0	63671.41989
706	0	0	62875.47663
707	0	0	63056.07039
708	0	0	63211.48459
709	0	0	62211.08274
710	0	0	63485.10411
711	0	0	64470.65417
712	0	0	64190.54347
713	0	0	62652.2156
714	0	0	64650.58193
715	0	0	64920.07983
716	0	0	63125.57755
717	0	0	63286.38906
718	0	0	63392.63376
719	0	0	63997.99191
720	0	0	64391.61003
721	0	0	63466.8778
722	0	0	63722.17287
723	0	0	62481.88484
724	0	0	63806.35947
725	0	0	62271.05319
726	0	0	63458.89669
727	0	0	62735.86783
728	0	0	62417.45609
729	0	0	62861.63436
730	0	0	64923.92125
731	0	0	64798.92269
732	0	0	63972.00177
733	0	0	64348.31698
734	0	0	64605.60094
735	0	0	64102.84213
736	0	0	64574.43935
737	0	0	62457.42063
738	0	0	63222.79339
739	0	0	64076.37281
740	0	0	64981.20343
741	0	0	64218.84961
742	0	0	62991.67653
743	0	0	62764.18083
744	0	0	64293.56565
745	0	0	64827.76591
746	0	0	64258.58302
747	0	0	64756.8063
748	0	0	62570.27356
749	0	0	62114.70346
750	0	0	63419.69757
751	0	0	62930.47501
752	0	0	63309.97195
753	0	0	62630.86906
754	0	0	64284.92957
755	0	0	64695.7592
756	0	0	62361.3673
757	0	0	64083.35335
758	0	0	63849.25224
759	0	0	63373.5788
760	0	0	63947.44667
761	0	0	64677.99217
762	0	0	62662.08286
763	0	0	64499.09992
764	0	0	63553.97448
765	0	0	63623.0068
766	0	0	63683.38745
767	0	0	64752.90426
768	0	0	64695.80453
769	0	0	62391.49864
770	0	0	63009.84183
771	0	0	64060.07259
772	0	0	63462.74208
773	0	0	63179.20406
774	0	0	63642.75942
775	0	0	64141.75138
776	0	0	64931.03692
777	0	0	62454.33527
778	0	0	63026.44749
779	0	0	63850.81868
780	0	0	62419.55837
781	0	0	62362.09684
782	0	0	63079.5352
783	0	0	63083.04416
784	0	0	64149.66996
785	0	0	62777.65674
786	0	0	62224.36895
787	0	0	62191.56959
788	0	0	63190.35657
789	0	0	62620.57479
790	0	0	63508.94246
791	0	0	62847.14669
792	0	0	64493.57879
793	0	0	62477.49184
794	0	0	64181.03897
795	0	0	63122.70388
796	0	0	64907.45775
797	0	0	62043.15261
798	0	0	63729.98344
799	0	0	64443.12493
800	0	0	64865.74326
801	0	0	64901.62561
802	0	0	64531.05279
803	0	0	62705.68058
804	0	0	63219.79628
805	0	0	63686.96692
806	0	0	64087.28449
807	0	0	64608.98087
808	0	0	64186.77133
809	0	0	62012.25659
810	0	0	62722.54788
811	0	0	63476.30007
812	0	0	62504.89604
813	0	0	62337.17251
814	0	0	62324.0324
815	0	0	62404.33035
816	0	0	62091.77811
817	0	0	64466.30981
818	0	0	62439.46093
819	0	0	64401.65936
820	0	0	62125.13769
821	0	0	62339.77368
822	0	0	64423.14219
823	0	0	64703.89448
824	0	0	62916.92678
825	0	0	63333.25024
826	0	0	63615.79934
827	0	0	64365.2561
828	0	0	63522.13884
829	0	0	62167.60486
830	0	0	63645.07366
831	0	0	64276.01621
832	0	0	62505.48358
833	0	0	63829.62821
834	0	0	63590.42545
835	0	0	64554.22064
836	0	0	63055.01195
837	0	0	64210.6606
838	0	0	63796.93419
839	0	0	63555.43201
840	0	0	64622.63908
841	0	0	62392.3118
842	0	0	64474.2747
843	0	0	63901.29259
844	0	0	62748.93651
845	0	0	62999.30999
846	0	0	64850.93724
847	0	0	62225.49508
848	0	0	62645.68434
849	0	0	63595.53654
850	0	0	63338.64993
851	0	0	62203.67489
852	0	0	63863.68898
853	0	0	64496.32651
854	0	0	63550.25882
855	0	0	64174.24511
856	0	0	62556.412
857	0	0	63805.69292
858	0	0	63237.35496
859	0	0	62144.0303
860	0	0	63753.59085
861	0	0	63355.95528
862	0	0	63151.76379
863	0	0	62886.9083
864	0	0	62438.70168
865	0	0	62980.42356
866	0	0	64126.53348
867	0	0	64367.75308
868	0	0	64787.14285
869	0	0	62945.95744
870	0	0	63066.29288
871	0	0	63751.29821
872	0	0	64505.2646
873	0	0	63674.26299
874	0	0	62921.77778
875	0	0	64388.95825
876	0	0	63165.95069
877	0	0	62110.06557
878	0	0	63484.26966
879	0	0	64333.42366
880	0	0	64100.21495
881	0	0	63101.81227
882	0	0	62691.96961
883	0	0	63016.89809
884	0	0	64422.47902
885	0	0	64224.79016
886	0	0	64519.83398
887	0	0	62795.63549
888	0	0	62455.13979
889	0	0	64569.12992
890	0	0	64675.9426
891	0	0	63991.53949
892	0	0	64199.61013
893	0	0	64694.48888
894	0	0	62795.87987
895	0	0	62292.06723
896	0	0	62269.28115
897	0	0	64420.85822
898	0	0	63589.66354
899	0	0	64676.79417
900	0	0	64478.89805
901	0	0	63662.07947
902	0	0	63011.91769
903	0	0	62575.58573
904	0	0	63655.21984
905	0	0	64202.19804
906	0	0	63761.86119
907	0	0	63198.15926
908	0	0	63861.82459
909	0	0	63004.56125
910	0	0	63567.0691
911	0	0	62202.08274
912	0	0	63375.1812
913	0	0	64184.05848
914	0	0	63477.75938
915	0	0	64482.34082
916	0	0	62834.44786
917	0	0	62234.40792
918	0	0	63012.60017
919	0	0	62560.90638
920	0	0	63209.93343
921	0	0	64561.84364
922	0	0	63075.63849
923	0	0	64739.99998
924	0	0	63550.29771
925	0	0	62073.31357
926	0	0	63944.77584
927	0	0	62040.19661
928	0	0	64078.35313
929	0	0	62635.82942
930	0	0	64637.93697
931	0	0	64082.90949
932	0	0	64132.3574
933	0	0	64006.45481
934	0	0	62649.14984
935	0	0	63711.21734
936	0	0	63446.18113
937	0	0	63508.75596
938	0	0	63280.38437
939	0	0	63429.74417
940	0	0	62111.01616
941	0	0	62896.66755
942	0	0	62493.14136
943	0	0	64378.77332
944	0	0	61867.60749
945	0	0	63382.64586
946	0	0	62187.9368
947	0	0	63238.2073
948	0	0	64069.95218
949	0	0	61882.60647
950	0	0	64301.35301
951	0	0	62996.17557
952	0	0	64047.31569
953	0	0	63910.04845
954	0	0	64634.04571
955	0	0	64064.84925
956	0	0	63510.11237
957	0	0	62800.19631
958	0	0	62942.27049
959	0	0	62137.3862
960	0	0	62731.44232
961	0	0	62067.65951
962	0	0	63444.03314
963	0	0	63106.12401
964	0	0	62917.42588
965	0	0	64276.48337
966	0	0	61815.70643
967	0	0	62528.64307
968	0	0	63880.73162
969	0	0	62313.93558
970	0	0	62970.86308
971	0	0	64255.60504
972	0	0	64047.56967
973	0	0	64572.32417
974	0	0	64324.07314
975	0	0	62329.44756
976	0	0	62525.94186
977	0	0	64271.62791
978	0	0	63443.91781
979	0	0	63686.06918
980	0	0	64421.09814
981	0	0	63328.63892
982	0	0	62789.16702
983	0	0	64084.39624
984	0	0	62824.39728
985	0	0	63927.08647
986	0	0	63217.93202
987	0	0	63559.24796
988	0	0	62952.03084
989	0	0	62217.383
990	0	0	62800.09875
991	0	0	63046.09415
992	0	0	63414.78716
993	0	0	62499.31792
994	0	0	64309.29356
995	0	0	64183.88807
996	0	0	63017.77293
997	0	0	64495.48407
998	0	0	64093.30452
999	0	0	63623.26869
1000	0	0	63592.48833
1001	0	0	62524.40405
1002	0	0	63686.80102
1003	0	0	63844.26819
1004	0	0	64206.28428
1005	0	0	61776.82274
1006	0	0	62254.05619
1007	0	0	62590.41065
1008	0	0	64005.95247
1009	0	0	62844.84913
1010	0	0	62460.3062
1011	0	0	63377.94522
1012	0	0	63195.64202
1013	0	0	63536.92326
1014	0	0	62469.76443
1015	0	0	63343.82163
1016	0	0	61874.28505
1017	0	0	64191.37561
1018	0	0	63745.72936
1019	0	0	63812.24755
1020	0	0	63763.5773
1021	0	0	64161.349
1022	0	0	64429.57713
1023	0	0	62764.59809
1024	0	0	64101.00415
1025	0	0	61980.70887
1026	0	0	62130.75051
1027	0	0	62906.52766
1028	0	0	63787.4302
1029	0	0	64414.77284
1030	0	0	62199.5144
1031	0	0	63282.21391
1032	0	0	62770.12289
1033	0	0	64313.96697
1034	0	0	62723.60885
1035	0	0	62285.2898
1036	0	0	63062.398
1037	0	0	62595.56895
1038	0	0	61991.80934
1039	0	0	63390.63603
1040	0	0	63598.76831
1040.6	0	0	62132.31407
1041	0	0	62584.20119
1042	0	0	61789.06659
1043	0	0	62719.48853
1044	0	0	62125.86792
1045	0	0	62318.89132
1046	0	0	64598.80422
1047	0	0	62164.49592
1048	0	0	62552.62157
1049	0	0	64657.00364
1050	0	0	64413.64835
1051	0	0	62085.40471
1052	0	0	63434.56739
1053	0	0	63726.08515
1054	0	0	62675.47081
1055	0	0	64320.55255
