Day,Oil Rate SC,Gas Rate SC,Water Rate SC,Well Bottom-hole Pressure
1078.8,7504.948517,3235674.094,0.336778837,54023.17562
1079.0,7573.551525,3229213.48,0.339772938,53809.45389
1080.0,7754.968782,3448793.23,0.342849361,55132.32041
1081.0,7871.76784,3312248.309,0.3627377,54332.91825
1082.0,8080.549477,3356693.97,0.322743442,54520.18546
1083.0,8088.46506,3320359.859,0.321310374,54022.59389
1084.0,7869.52944,3429796.714,0.323693367,53419.52435
1085.0,7592.681475,3220084.843,0.297157116,53311.91656
1086.0,7096.337409,3305793.75,0.282778748,55275.08961
1087.0,7253.733825,3199150.62,0.328421791,53504.03212
1088.0,7377.462039,3051428.076,0.321099804,53698.79454
1089.0,7616.165427,3248149.782,0.300385934,53364.89626
1090.0,7230.193807,3218923.714,0.309999241,54895.47901
1091.0,7542.913433,3071078.472,0.311404811,54744.81602
1092.0,7466.113991,3231668.505,0.300403205,53285.58234
1093.0,7671.544514,3283828.193,0.316198877,53542.73955
1094.0,7237.121935,3325782.617,0.30558555,54889.18371
1095.0,7680.263416,3316627.891,0.351968661,55111.29794
1096.0,7265.647142,3067265.918,0.34100432,53779.14752
1097.0,7477.631609,3288439.094,0.347618084,55047.04115
1098.0,7287.250377,3238466.62,0.365147386,53478.65141
1099.0,7261.541782,3287315.73,0.317570294,54143.37658
1100.0,7411.832225,3165254.196,0.342471721,53432.26488
1101.0,7539.485203,3251630.028,0.387449186,54170.05456
1101.5,7325.772533,3247120.668,0.356240201,54706.04716
1102.0,7710.919536,3209659.821,0.368299451,53429.16142
1103.0,7569.768419,3156453.479,0.329882321,54180.84483
1104.0,7246.536146,3297248.49,0.332451329,54174.26428
1105.0,7293.944117,3306441.812,0.366982338,52941.4611
1106.0,7749.806831,3339033.018,0.365820834,53695.86806
1107.0,7751.631366,3113755.561,0.344741391,53133.55291
1108.0,7583.807407,3133215.814,0.401370713,53685.64178
1109.0,7551.837493,3092944.03,0.398475126,53187.08585
1110.0,7573.688541,3074819.123,0.400818001,52879.01617
1111.0,7363.84448,3137228.476,0.399961734,54084.06037
1112.0,7335.091906,3208214.412,0.410404816,52597.22471
1113.0,7249.483925,3207805.252,0.377503597,53962.53863
1114.0,7740.584876,3107082.604,0.392614875,54128.15943
1115.0,7422.02546,3100619.725,0.410492389,53398.1004
1116.0,7437.426702,3262487.274,0.369456925,53035.09314
1117.0,7514.968419,3186362.152,0.367737072,54310.30666
1118.0,7638.364666,3174035.531,0.40659629,52661.48746
1119.0,7641.025805,3086829.745,0.431064984,52706.43434
1120.0,7746.240718,3093036.428,0.37512361,52569.82109
1121.0,7634.73254,3102887.168,0.438962258,52888.72396
1122.0,7387.454351,3136814.704,0.399681547,52561.12719
1123.0,7579.068443,3116237.779,0.442299576,53130.61364
1124.0,7542.735515,3120843.773,0.44362801,53243.81309
1125.0,7158.287995,3154785.457,0.397010896,53177.36724
1126.0,7432.157259,3158137.553,0.413977846,52680.61412
1127.0,6007.122452,2640340.893,0.278941789,54252.23271
1128.0,6140.973413,2569691.585,0.288576397,54631.21102
1129.0,5746.900352,2623381.72,0.253425659,54994.15141
1130.0,5919.338217,2412613.194,0.283384389,54074.20941
1131.0,5814.846946,2623468.423,0.274821735,53614.86612
1132.0,5632.133757,2418837.271,0.251081233,53513.0029
1133.0,5995.689675,2433068.335,0.286886291,54189.39467
1134.0,6158.658161,2598868.916,0.285595156,54980.47226
1135.0,5735.146705,2600834.745,0.271352458,53393.33994
1136.0,6021.144804,2587448.644,0.259863839,53830.75664
1137.0,6158.091031,2517854.178,0.260058961,55004.62148
1138.0,7396.892615,3174667.267,0.371169059,53533.42392
1139.0,7156.255871,3178267.707,0.374106405,53572.92183
1140.0,6982.983144,3104815.399,0.396993268,54077.82758
1141.0,5745.207579,2447234.549,0.284718035,53330.23934
1142.0,5635.26585,2530079.239,0.280882999,54990.71842
1143.0,5924.48087,2573174.984,0.271865751,53753.68841
1144.0,5936.807056,2464729.473,0.285821683,53362.01058
1145.0,0.0,0.0,0.0,55911.59383
1146.0,6032.683486,2637069.124,0.227394338,54827.32774
1147.0,5939.921448,2540871.826,0.289318734,55643.12485
1148.0,4928.385778,2175583.286,0.215909831,55227.67957
1149.0,5098.953674,2226030.506,0.205994002,54506.95809
1150.0,5294.395107,2287591.83,0.234708455,56224.76582
1151.0,5221.112366,2173789.298,0.207237462,55841.61429
1152.0,5284.905452,2257993.019,0.233952718,55752.84305
1153.0,5331.993051,2198484.601,0.21426878,55944.12434
1154.0,6188.965811,2783996.381,0.291652662,54909.43035
1155.0,6208.447709,2763974.26,0.326671376,55356.44686
1156.0,6423.817355,2815594.969,0.319988538,54323.86276
1157.0,4876.166593,2197252.311,0.234621034,55212.14622
1158.0,4949.270408,2260038.557,0.235621449,53874.04539
1159.0,4826.712955,2228042.193,0.24577166,54899.01354
1160.0,5204.539087,2094929.917,0.228821375,55727.89127
1161.0,5292.429066,2188370.214,0.220276326,55730.28261
1162.0,5266.795638,2128066.306,0.214966958,54847.91086
1163.0,5026.565924,2219049.312,0.214370789,54297.31294
1164.0,5364.119947,2126840.745,0.218987712,54591.97559
1165.0,4875.99356,2299955.185,0.23538391,54616.66447
1166.0,5354.088038,2145873.967,0.221413866,54883.64881
1167.0,6071.774358,2733941.82,0.339351707,54238.45549
1167.4,4856.633288,2285761.784,0.243316886,54102.19248
1168.0,4824.398076,2294038.845,0.257581329,55805.50225
1169.0,4880.32932,2190845.53,0.250627156,54091.0419
1170.0,4979.868679,2144334.725,0.231602951,54386.54524
1171.0,4980.501222,2174780.848,0.253796723,56081.40779
1172.0,5078.811571,2254174.168,0.244950522,55839.3892
1173.0,5193.329214,2123387.918,0.258503663,54797.00856
1174.0,6279.385542,2632784.05,0.302073631,55105.31101
1175.0,5888.639959,2792817.432,0.338177643,54004.02118
1176.0,5888.908103,2697022.714,0.333406629,55045.27595
1177.0,5049.37728,2164511.368,0.255740774,54080.66432
1178.0,4943.904677,2139109.748,0.264587933,55461.50404
1179.0,5034.540188,2087470.349,0.262335126,54472.35678
1180.0,5025.446417,2252188.506,0.2554731,55790.28317
1181.0,4834.795331,2318414.117,0.234266493,55979.26856
1182.0,5283.91274,2208204.741,0.262065853,54523.78062
1183.0,5321.555216,2188602.656,0.241984643,55364.77488
1184.0,5097.000293,2266656.101,0.261555569,55817.10762
1185.0,4946.553828,2317065.801,0.261357937,54435.99968
1186.0,4964.900737,2120063.453,0.266571347,55068.50876
1187.0,5184.289956,2260808.228,0.267018956,55496.76802
1187.8,4890.531652,2208729.088,0.252240417,55335.91722
1188.0,5372.36076,2169277.777,0.266982306,53664.50163
1189.0,5062.506442,2207330.451,0.259626068,54923.7658
1190.0,5322.699892,2296168.969,0.257230789,54463.14164
1191.0,0.0,0.0,0.0,57226.46471
1191.6,5857.736021,2506509.558,0.278191371,55183.61337
1192.0,5342.891829,2211766.41,0.259749431,54346.3914
1193.0,5162.662464,2103240.829,0.24924334,55583.3396
1194.0,5198.474232,2111843.194,0.274987417,54366.85187
1195.0,4911.888093,2228517.92,0.256085413,55531.358
1196.0,4995.379927,2086896.126,0.248758503,55630.9749
1197.0,5098.340992,2263741.876,0.269658613,55631.08681
1198.0,4871.786969,2185072.964,0.276871388,53674.14426
1199.0,4953.398753,2301085.919,0.270222444,54025.44375
1200.0,5037.99834,2113311.104,0.279499987,54653.96805
1201.0,5120.631636,2197352.862,0.291402231,55748.87542
1202.0,5238.46725,2299762.376,0.262999126,54576.71998
1203.0,5015.699527,2135078.027,0.262360934,53766.13921
1204.0,0.0,0.0,0.0,55248.18919
1205.0,0.0,0.0,0.0,57998.53691
1206.0,0.0,0.0,0.0,58330.46286
1207.0,5160.614979,2224243.6,0.225627299,56536.5228
1208.0,4974.275326,2334208.481,0.240150381,54509.41626
1209.0,5002.886808,2181565.234,0.263515653,55787.12072
1210.0,6062.152159,2566879.783,0.302972643,55464.70943
1211.0,5761.00351,2622528.601,0.333986852,55316.16745
1212.0,6210.281226,2678632.521,0.366436175,55132.87392
1213.0,5753.713341,2504912.915,0.331926612,53553.04792
1214.0,6180.630218,2488343.449,0.354198279,54877.34419
1215.0,5809.492036,2541006.583,0.346522264,53886.45877
1216.0,6277.436366,2761833.194,0.367690108,53533.67013
1217.0,6542.470724,2642800.666,0.372140514,53469.48253
1218.0,6529.781131,2626384.271,0.40505232,54384.18462
1219.0,6590.495569,2705185.271,0.421472868,52827.84438
1219.6,6588.088331,2710260.2,0.42357647,52871.95016
1220.0,6356.187303,2752782.371,0.417909898,53906.67879
1221.0,6309.075155,2788451.259,0.388802546,53226.65564
1222.0,4957.240617,2207924.374,0.321548367,53156.39518
1223.0,5178.889834,2196969.566,0.297166566,54088.10213
1224.0,4913.953911,2167052.125,0.303397159,55466.2875
1225.0,5238.773411,2262091.506,0.278185954,53745.35237
1226.0,5084.447625,2233304.362,0.268573385,53646.25345
1227.0,5277.14351,2124835.875,0.312599305,54029.64761
1228.0,6000.237927,2667818.763,0.37527176,54239.18121
1228.8,5173.539437,2259517.925,0.315052278,54763.35089
1229.0,5323.613213,2327241.633,0.294493437,54471.8225
1230.0,5261.278445,2271886.497,0.283806176,53805.36737
1231.0,5334.924197,2240129.241,0.306754032,54388.72566
1232.0,4995.386357,2142124.927,0.306599748,54868.12433
1233.0,5336.340702,2159181.972,0.299373023,55611.82139
1234.0,5318.545304,2277366.206,0.287017566,53748.78569
1235.0,5191.297397,2323148.156,0.31066516,53482.81072
1236.0,5231.847463,2270043.037,0.30773368,55043.73229
1237.0,6115.985085,2488054.99,0.371938815,54648.19758
1238.0,5760.983464,2674463.184,0.384731915,52736.93606
1239.0,6282.000257,2673674.937,0.416353936,54082.36416
1240.0,5162.835865,2119523.146,0.305357854,55187.35224
1241.0,4960.13399,2278313.375,0.307449029,53302.44452
1242.0,5242.793957,2252219.401,0.291548085,53502.20173
1243.0,5390.961894,2153839.578,0.287745159,54115.83562
1244.0,5171.735884,2309524.066,0.318465266,53267.95047
1245.0,5094.470999,2111618.212,0.295327028,55333.84372
1246.0,5408.496688,2322456.444,0.306258157,54163.17768
1247.0,5372.593778,2220590.117,0.294774708,55142.30847
1248.0,5285.956992,2219455.46,0.291305957,55305.64607
1249.0,5075.924899,2096203.264,0.294914361,55102.87929
1250.0,5034.537711,2275178.276,0.28694519,54219.62376
1251.0,5373.30119,2251138.323,0.324591192,54332.44477
1252.0,4989.314951,2334611.306,0.316740713,53977.91234
1253.0,5249.088618,2147325.481,0.334407755,54240.30886
1254.0,5023.498354,2128312.325,0.323023458,54436.9914
1255.0,5102.697683,2331675.178,0.323071833,53660.33208
1256.0,4924.249224,2096388.321,0.316407716,54151.87806
1257.0,5192.070888,2287411.009,0.29850191,54006.34653
1258.0,5229.583658,2299474.529,0.301918362,54100.65799
1259.0,5058.695636,2316979.582,0.296589122,54735.09027
1260.0,4867.873455,2150035.69,0.296370074,53831.01887
1261.0,4888.893913,2268504.209,0.310129238,53118.53122
1262.0,5229.786046,2227024.221,0.296337189,55431.53303
1263.0,5385.175856,2110960.352,0.317014059,54545.66376
1264.0,5230.942818,2187031.204,0.293145097,54804.0717
1265.0,5361.077626,2259304.925,0.332486228,54380.95061
1266.0,5047.015811,2101214.152,0.327665344,53883.48984
1267.0,4909.82967,2325558.489,0.320047986,53899.44328
1268.0,5243.351356,2277910.182,0.330665858,54901.44692
1269.0,5180.563169,2270036.017,0.327490637,54911.93355
1270.0,5269.934811,2317493.331,0.337086476,55433.01474
1271.0,6286.666628,2716532.623,0.402510434,53620.09075
1272.0,6222.149884,2515795.145,0.449407215,53055.11706
1273.0,6270.297871,2629602.323,0.404024812,54508.9527
1274.0,5139.335051,2155134.095,0.355517519,54307.20873
1275.0,5196.95793,2169582.667,0.354063988,54570.52755
1276.0,5411.047949,2259289.167,0.319835323,52978.03666
1277.0,5373.56273,2105149.788,0.327355986,54396.6368
1278.0,5092.921023,2115650.977,0.341711873,53938.8569
1279.0,5149.191826,2325033.498,0.314778761,54531.49967
1280.0,5196.357831,2310274.145,0.315827644,54192.11113
1281.0,5018.10735,2244894.34,0.327620092,54801.29171
1282.0,5382.265284,2127206.82,0.306031728,53435.16282
1283.0,4941.587388,2137476.905,0.340470748,54552.54295
1284.0,5408.086351,2305834.829,0.329116129,53623.71429
1285.0,5291.893339,2133417.788,0.333846393,54936.59363
1286.0,5415.117644,2161239.681,0.317614467,53850.94055
1287.0,5353.314126,2178457.399,0.319548713,54244.43544
1288.0,0.0,0.0,0.0,54238.35127
1289.0,0.0,0.0,0.0,57249.40218
1290.0,5333.149688,2218353.642,0.309034925,55326.1726
1291.0,5165.54144,2336552.091,0.338516832,53449.07598
1292.0,5274.858277,2125140.137,0.366345697,53637.88887
1293.0,4952.417818,2131301.103,0.36683767,54406.72456
1294.0,5178.410823,2291650.484,0.359429021,53860.79908
1295.0,5344.43489,2175961.127,0.378792248,54200.03205
1296.0,5380.118672,2156157.827,0.426889294,53821.21945
1297.0,5301.72447,2145609.22,0.502311274,55052.87702
1298.0,5145.372539,2279666.29,0.561108026,54957.94204
1299.0,5033.663313,2201711.33,0.652757427,55239.49819
1300.0,5284.492524,2348626.21,0.683471105,54453.72941
1301.0,5438.921767,2295723.537,0.839683674,54537.47962
1302.0,5064.104595,2236401.777,0.955167846,53214.19547
1303.0,5086.666248,2287236.743,1.014390392,55164.20275
1304.0,4895.010668,2300430.133,1.198248961,54543.9994
1305.0,5121.516294,2286251.876,1.193153791,53825.76184
1305.5,5109.901981,2265621.953,1.358717125,54765.8207
1306.0,5129.168286,2117240.099,1.480538596,53696.00536
1307.0,5091.634173,2331761.177,1.584395632,53336.36179
1308.0,4949.901157,2172286.862,1.59003766,53679.20075
1309.0,5316.337386,2190207.994,1.800778939,53144.6946
1310.0,4896.829067,2128759.69,1.888655484,54352.85624
1311.0,0.0,0.0,0.0,55766.75024
1312.0,0.0,0.0,0.0,55900.44488
1313.0,5239.653533,2239449.886,1.783011142,54197.50047
1314.0,5085.080405,2111834.116,2.110953786,54150.11283
1315.0,5016.47328,2282503.615,2.292007604,54291.58802
1316.0,5285.481089,2137001.284,2.358086681,53878.30658
1317.0,5291.983642,2186662.412,2.120926213,54562.85745
1318.0,5022.298039,2326292.305,2.20726323,54771.65842
1319.0,5115.516067,2217099.936,2.410604379,54108.26076
1320.0,5168.301199,2212467.488,2.690384521,55130.84046
1321.0,6563.550233,2594186.985,3.503886992,52723.36332
1322.0,6463.898955,2821884.85,3.270257473,53155.27537
1323.0,5307.369397,2327996.585,2.938337275,54907.94537
1324.0,5204.97014,2135881.416,2.774358091,54983.89887
1325.0,5348.954056,2235204.274,2.98143491,53723.90758
1326.0,4949.339141,2112001.011,2.996271763,53949.62426
1327.0,5050.498559,2271894.883,3.038663308,54916.36891
1328.0,5202.560134,2123305.838,3.246993178,53552.14254
1329.0,4933.447103,2147331.164,3.215922398,54499.13563
1330.0,5382.994919,2261764.851,3.09806752,55248.34778
1331.0,5377.138923,2297297.327,3.199251801,53327.4594
1332.0,5392.248351,2269034.007,3.24711206,52856.46556
1333.0,5468.202506,2267668.096,3.355285255,55126.34444
1334.0,5432.692742,2226920.597,3.642364052,53344.20352
1335.0,5320.689294,2319508.364,3.498599332,53753.78114
1336.0,5003.248548,2278924.907,3.656645935,55053.84114
1337.0,5394.047232,2117364.653,3.749354157,54205.10779
1338.0,6521.806376,2825323.614,4.691392518,53101.50217
1338.5,5401.508268,2283384.109,3.856107203,52673.78705
1339.0,5319.88226,2311178.386,4.187443652,54784.77938
1340.0,4989.234743,2320305.647,4.407400679,54425.93237
1341.0,5096.829478,2325877.448,3.910822956,54271.17558
1342.0,4926.312122,2184189.931,4.342041132,54955.03324
1343.0,4941.084899,2248761.882,4.188861265,54663.3428
1344.0,5161.996781,2327953.622,4.173879597,54142.41017
1345.0,5454.817524,2137775.967,4.508307282,54307.24276
1346.0,5297.391134,2315881.448,4.405252691,53645.53568
1347.0,5083.885398,2160883.807,4.486233742,52982.42529
1348.0,5412.499455,2333877.949,4.6779793,53645.98636
1349.0,4923.197075,2262733.217,4.709146962,54852.48629
1350.0,5468.951312,2338278.852,5.276588586,54798.62489
1351.0,5283.516551,2245505.626,4.720062475,55018.82244
1352.0,5246.079296,2151344.977,5.019012271,54896.45429
1353.0,5275.975326,2158252.052,5.140232559,54927.39064
1354.0,5157.375903,2175240.374,5.173252405,52970.54618
1355.0,5084.783255,2335204.588,5.068838192,54310.59097
1356.0,5086.741628,2353372.609,5.604019341,53341.1859
1357.0,5484.246789,2199027.383,5.729495535,55058.80276
1358.0,6491.84275,2867000.72,7.467905844,52284.16192
1359.0,5058.29202,2172634.504,6.086928578,53965.99264
1360.0,6121.832827,2482971.2,6.849802783,54156.91839
1361.0,6121.249486,2663676.764,6.78907593,52737.98322
1362.0,5788.619637,2730280.529,7.257596367,53085.16542
1363.0,6065.023044,2671391.88,6.934229989,52895.68286
1364.0,5832.031228,2510813.323,7.019243331,52311.53302
1365.0,5346.635456,2246725.266,6.574405943,53422.1785
1366.0,5305.931315,2136615.518,6.873574733,53220.28357
1367.0,4981.809911,2177330.317,6.265791068,53301.82302
1368.0,5075.627207,2143724.338,6.344556168,55029.39767
1369.0,5478.797574,2315554.81,6.621560554,53059.55713
1370.0,5292.607412,2304146.1,6.505600266,53279.16854
1371.0,5376.321417,2307529.414,7.175177708,54360.91299
1372.0,5420.399494,2277817.4,7.234078509,53810.68077
1373.0,5442.111368,2237461.376,6.724489756,54380.47221
1374.0,5056.238433,2274446.562,7.576713645,53311.54225
1375.0,5394.01727,2270795.021,7.476267512,53748.0016
1376.0,5153.213284,2294750.108,7.393283335,54628.91288
1377.0,4989.944606,2301980.601,7.310923124,52627.84235
1378.0,5308.640846,2321574.933,7.192152745,53459.14716
1379.0,5163.635666,2172806.074,7.311014231,52753.28464
1380.0,5418.285982,2188857.794,7.649521583,54904.14777
1381.0,4982.833322,2245174.114,7.968208622,53004.46657
1382.0,5104.642962,2273530.584,7.651151774,54395.91979
1383.0,5219.647691,2147724.114,8.106622801,53471.95888
1384.0,5027.86484,2350419.518,7.329601134,54481.29157
1385.0,5219.553837,2319469.595,7.512592041,53593.97315
1386.0,5338.46085,2134533.89,8.410780269,52999.13829
1387.0,5174.286936,2239205.51,7.955198873,53703.14382
1388.0,6532.73148,2872316.087,9.843321945,53574.43349
1389.0,6155.4419,2744900.94,9.863508885,53359.59276
1390.0,6176.342801,2672845.639,9.735608527,52250.6997
1391.0,6385.367996,2880029.946,10.5957365,52197.10068
1392.0,5134.835004,2256730.071,8.276261966,53673.24324
1393.0,5153.096141,2280205.746,7.766892372,53074.79596
1394.0,5118.338573,2191899.463,8.16380264,53058.8334
1395.0,5255.821189,2273477.171,7.950338346,52774.95505
1396.0,5099.473384,2343978.037,8.007203515,54178.66417
1397.0,5303.62956,2324727.443,8.859360789,54657.14848
1398.0,4966.882465,2239953.281,8.327506721,54109.13405
1399.0,5507.536948,2325094.62,9.251222314,54216.72556
1400.0,5251.867631,2368859.108,8.508301063,54202.10516
1401.0,6360.81104,2855313.075,11.2424516,52515.84262
1401.5,5303.038932,2233423.182,8.978596563,52976.13969
1402.0,6114.993997,2543487.077,11.06127388,53341.78993
1403.0,5998.09064,2656691.048,11.30832506,52464.54152
1404.0,5283.978151,2195295.622,8.982517342,52604.02387
1405.0,5170.40173,2235628.401,8.98021632,53619.45323
1406.0,5311.869796,2134420.752,8.922722953,54233.80141
1407.0,5241.241001,2234395.837,9.834682492,54655.9077
1408.0,5000.840092,2186635.882,9.482083577,54450.629
1409.0,5246.656544,2159042.928,9.082409947,54726.50016
1410.0,5085.411002,2171241.084,8.993517889,52793.28519
1411.0,5082.156869,2309428.704,9.427039758,54884.21432
1412.0,5468.401519,2374980.486,10.13487936,52571.186
1413.0,5082.106902,2276834.983,10.12130775,53155.76947
1414.0,5355.454019,2202139.779,9.601464002,52663.81972
1415.0,5487.15866,2180833.615,9.057512663,53284.64878
1416.0,5393.118416,2282146.287,9.974025474,53784.64078
1417.0,6466.365948,2646021.798,11.77798775,53911.2354
1418.0,6356.698016,2903958.548,11.6432865,53510.98158
1419.0,6335.23268,2795936.942,12.99563597,51993.46231
1420.0,5403.323027,2170066.251,10.5175179,52863.29437
1421.0,5198.622147,2141755.111,10.17651442,53242.16773
1422.0,5426.244783,2208663.833,9.276683084,53780.62306
1423.0,4973.830269,2173973.551,10.08272428,54247.30714
1424.0,5476.99216,2371730.372,10.63855658,54915.9903
1425.0,5146.865152,2339430.388,9.455495065,53916.76838
1426.0,5404.479145,2295827.233,10.42201132,53933.70153
1427.0,4987.73311,2276972.495,9.885383009,54553.17906
1428.0,5330.180224,2183760.57,10.09767012,54865.36784
1429.0,6016.216811,2519197.271,12.44223327,53119.04655
1429.8,5108.067129,2177443.441,10.70983847,53963.54456
1430.0,5091.872413,2166213.231,9.879216788,52678.19616
1431.0,5435.686169,2143658.515,11.02539121,52808.91566
1432.0,5376.282308,2324926.678,10.78826883,54436.49479
1433.0,5252.781835,2197002.034,11.03967173,53994.93863
1434.0,5032.728786,2286463.1,10.32100852,54593.97891
1435.0,5007.671054,2183438.702,10.00539662,53092.98946
1436.0,5203.903962,2341124.388,10.03108077,53815.38489
1437.0,5225.568244,2142557.739,10.99272034,53231.56191
1438.0,5248.907622,2337652.029,10.15449694,53661.54943
1439.0,5132.103705,2303810.794,10.71299398,54631.19908
1440.0,0.0,0.0,0.0,54982.55896
1441.0,0.0,0.0,0.0,55034.80556
1442.0,0.0,0.0,0.0,56185.27738
1443.0,0.0,0.0,0.0,57959.10243
1444.0,0.0,0.0,0.0,55921.3997
1445.0,0.0,0.0,0.0,56727.45923
1446.0,5617.258947,2252112.914,10.71646307,55906.35116
1447.0,5593.705833,2241018.515,10.26724515,54064.40618
1448.0,5489.895271,2312428.76,11.19413116,54097.06952
1449.0,5471.284612,2302566.441,10.37273272,55165.61919
1450.0,5018.53958,2255670.583,11.1462344,52974.27257
1451.0,5406.947753,2201356.171,10.72269081,55008.42841
1452.0,5247.902235,2392143.75,10.33580704,54526.42327
1453.0,5272.628361,2300661.442,10.85067098,54300.29818
1454.0,5047.856395,2348962.823,10.71423901,53078.89453
1455.0,5033.462866,2195520.381,10.23430609,53246.53526
1456.0,5464.632687,2296301.401,11.15183563,53820.48909
1457.0,5191.89323,2263286.979,11.47776139,52683.10338
1458.0,5158.326832,2362128.153,11.00593623,53002.38203
1459.0,5344.200449,2171508.557,11.46404463,53421.27506
1460.0,5291.548564,2187417.565,10.70684082,55003.27434
1461.0,5279.353853,2162160.071,11.42142131,53413.0226
1462.0,5389.453129,2282144.412,11.21352072,53748.68476
1463.0,5220.706086,2280788.945,11.01777172,54111.13526
1464.0,5421.085016,2267541.724,11.28865254,53474.38943
1465.0,6524.049505,2684434.809,14.51340672,53047.54443
1466.0,6184.489803,2767708.112,13.39504887,53152.61443
1467.0,0.0,0.0,0.0,54696.07774
1467.6,5337.417231,2421271.065,11.18086915,53614.95948
1468.0,5524.91492,2231313.936,10.47372264,53922.55487
1469.0,5355.500044,2153488.794,11.67553092,53087.03747
1470.0,5026.408109,2371450.463,10.39611901,54647.67954
1471.0,5478.5642,2324174.034,11.6953571,54177.19772
