WELL	DAY	QLOB	QWOB	QOOB	QGOB	PWFO
Wildcat	828.3439941	0	0	0	0	40073
Wildcat	838.1090088	0	0	0	0	40025
Wildcat	853	0	0	0	0	42169
Wildcat	881	0	0	0	0	42071
Wildcat	912	0	0	0	0	41482
Wildcat	942	0	0	0	0	41188
Wildcat	973	0	0	0	0	41286
Wildcat	1003	0	0	0	0	41874
Wildcat	1034	0	0	0	0	41384
Wildcat	1065	0	0	0	0	40992
Wildcat	1094.900024	0	0	0	0	40031
Wildcat	1095	0	0	0	0	41482
Wildcat	1095.25	0	0	0	0	41879
Wildcat	1095.880005	0	0	0	0	41902
Wildcat	1097.439941	0	0	0	0	41071
Wildcat	1101.339966	0	0	0	0	42017
Wildcat	1111.109985	0	0	0	0	41950
Wildcat	1126	0	0	0	0	40698
Wildcat	1156	0	0	0	0	40796
Wildcat	1186.900024	0	0	0	0	42673
Wildcat	1187	0	0	0	0	40992
Wildcat	1187.25	0	0	0	0	42513
Wildcat	1187.880005	0	0	0	0	41114
Wildcat	1189.439941	0	0	0	0	42583
Wildcat	1193.339966	0	0	0	0	42222
Wildcat	1203.109985	0	0	0	0	40943
Wildcat	1218	0	0	0	0	41776
Wildcat	1246	0	0	0	0	41802
Wildcat	1246.900024	0	0	0	0	40102
Wildcat	1247	0	0	0	0	42365
Wildcat	1247.25	0	0	0	0	41146
Wildcat	1247.880005	0	0	0	0	42200
Wildcat	1249.439941	0	0	0	0	42365
Wildcat	1253.339966	0	0	0	0	41098
Wildcat	1263.109985	0	0	0	0	42735
Wildcat	1277.900024	0	0	0	0	41995
Wildcat	1278	0	0	0	0	40109
Wildcat	1278.25	0	0	0	0	39939
Wildcat	1278.880005	0	0	0	0	39841
Wildcat	1280.439941	0	0	0	0	41814
Wildcat	1284.339966	0	0	0	0	42270
Wildcat	1294.109985	0	0	0	0	42837
Wildcat	1307.900024	0	0	0	0	41660
Wildcat	1308	0	0	0	0	41090
Wildcat	1308.25	0	0	0	0	42686
Wildcat	1308.880005	0	0	0	0	41466
Wildcat	1310.439941	0	0	0	0	40245
Wildcat	1314.339966	0	0	0	0	39437
Wildcat	1324.109985	0	0	0	0	40932
Wildcat	1338.900024	0	0	0	0	39378
Wildcat	1339	0	0	0	0	39325
Wildcat	1339.25	0	0	0	0	42115
Wildcat	1339.880005	0	0	0	0	41670
Wildcat	1341.439941	0	0	0	0	40980
Wildcat	1345.339966	0	0	0	0	39652
Wildcat	1355.109985	0	0	0	0	39514
Wildcat	1368.900024	0	0	0	0	40688
Wildcat	1369	0	0	0	0	39815
Wildcat	1369.25	0	0	0	0	39708
Wildcat	1369.880005	0	0	0	0	38905
Wildcat	1371.439941	0	0	0	0	41472
Wildcat	1375.339966	0	0	0	0	39890
Wildcat	1385.109985	0	0	0	0	40095
Wildcat	1399.900024	0	0	0	0	40502
Wildcat	1400	0	0	0	0	39423
Wildcat	1400.25	0	0	0	0	38957
Wildcat	1400.880005	0	0	0	0	38918
Wildcat	1402.439941	0	0	0	0	38497
Wildcat	1406.339966	0	0	0	0	40140
Wildcat	1407.319946	0	0	0	0	40024
Wildcat	1408.349976	0	0	0	0	38515
Wildcat	1409.420044	0	0	0	0	39541
Wildcat	1410.550049	0	0	0	0	38566
Wildcat	1411.73999	0	0	0	0	40718
Wildcat	1414.709961	0	0	0	0	37603
Wildcat	1415.449951	0	0	0	0	37489
Wildcat	1416.22998	0	0	0	0	37767
Wildcat	1417.050049	0	0	0	0	39941
Wildcat	1417.910034	0	0	0	0	40115
Wildcat	1418.810059	0	0	0	0	37582
Wildcat	1421.060059	0	0	0	0	37407
Wildcat	1426.699951	0	0	0	0	38339
Wildcat	1430.900024	0	0	0	0	37014
Wildcat	1431	2492.7	0	2492.7	558893	34814
Wildcat	1431.25	2775.1	0	2612.6	614634	36231
Wildcat	1431.880005	2581.4	0	2634.2	611351	36009
Wildcat	1433.439941	2697.4	0	2590.2	583517	37293
Wildcat	1437.339966	2677	0	2581.3	569484	34640
Wildcat	1437.73999	2659.4	0	2721.6	612017	34631
Wildcat	1438.160034	2618.3	0	2529.3	588557	36226
Wildcat	1438.599976	2536.9	0	2561.9	593375	37454
Wildcat	1439.060059	2594.3	0	2594.7	566075	36284
Wildcat	1439.540039	2643.6	0	2605.8	596911	36364
Wildcat	1440.75	2587	0	2527.3	580463	37027
Wildcat	1443.77002	2581.9	0	2481.7	570477	36382
Wildcat	1446.890015	2624.3	0	2578.5	590908	35024
Wildcat	1450.089966	2570.8	0	2580.3	585923	35208
Wildcat	1451.699951	2642.5	0	2542.2	587470	36698
Wildcat	1455.709961	2542.9	0	2451.8	581023	34269
Wildcat	1457.310059	2490.7	0	2546.2	573653	35785
Wildcat	1460.900024	2478.2	0	2481	589140	34559
Wildcat	1461	2376.4	0	2376.4	525732	35598
Wildcat	1461.25	2516.9	0	2523.5	575712	34699
Wildcat	1461.880005	2413.9	0	2430.1	567169	36417
Wildcat	1463.439941	2557.3	0	2561.1	555938	36505
Wildcat	1467.339966	2509.3	0	2451.3	549095	35363
Wildcat	1469.300049	2535.5	0	2496.6	535838	35674
Wildcat	1469.790039	2483.5	0	2527.7	560104	36375
Wildcat	1470.300049	2519.2	0	2461.6	533247	35409
Wildcat	1470.839966	2497.8	0	2400.1	579290	34247
Wildcat	1471.400024	2433.9	0	2556.5	572105	33934
Wildcat	1471.98999	2457.8	0	2398.4	536756	36360
Wildcat	1473.47998	2502.7	0	2399.6	577785	36379
Wildcat	1475	2495	0	2488.2	552017	34340
Wildcat	1478.800049	2452.2	0	2470.5	535599	33608
Wildcat	1479.75	2449.6	0	2486.5	551593	35058
Wildcat	1480.73999	2426.8	0	2530.1	545289	34769
Wildcat	1481.790039	2450.4	0	2534.2	547730	35487
Wildcat	1482.890015	2389.9	0	2462.7	538403	34486
Wildcat	1484.040039	2471.1	0	2430.1	541493	33356
Wildcat	1484.619995	2411.6	0	2359.9	523713	34842
Wildcat	1486.060059	2530.7	0	2524.4	529175	33982
Wildcat	1486.640015	2379.7	0	2460.7	538523	33586
Wildcat	1488.079956	2377.1	0	2548.9	549861	33657
Wildcat	1491.689941	2458.6	0	2543.1	518310	35533
Wildcat	1491.900024	2541.2	0	2340.5	557996	35226
Wildcat	1491.910034	2490.8	0	2492.9	531420	36155
Wildcat	1491.920044	2497.6	0	2536.3	564682	34537
Wildcat	1491.930054	2437	0	2364.6	536899	33944
Wildcat	1491.939941	2461.6	0	2521.5	532576	35501
Wildcat	1491.959961	2416	0	2518.1	518162	35139
Wildcat	1492	2381.1	0	2381.1	525098	35206
Wildcat	1492.099976	2484.2	0	2384.5	548937	35093
Wildcat	1492.130005	2524.2	0	2465.2	549238	33733
Wildcat	1492.180054	2449.6	0	2368.9	548855	35687
Wildcat	1492.310059	2471.5	0	2452.1	552972	33062
Wildcat	1492.640015	2462	0	2332.7	529470	33208
Wildcat	1492.689941	2344.1	0	2504.1	550221	33555
Wildcat	1492.819946	2353.5	0	2456.3	547233	33095
Wildcat	1493.140015	2406.1	0	2518	531755	35824
Wildcat	1493.959961	2416	0	2507	546079	35391
Wildcat	1494.069946	2391.3	0	2456.1	547549	36124
Wildcat	1494.339966	2356.4	0	2534	518737	34618
Wildcat	1495.030029	2359.6	0	2518.6	563921	35763
Wildcat	1495.140015	2383.1	0	2387.6	548223	34397
Wildcat	1495.410034	2493.6	0	2362.6	539289	33197
Wildcat	1496.099976	2502.4	0	2390.6	519867	35256
Wildcat	1496.300049	2341.8	0	2526	526442	34093
Wildcat	1496.800049	2322.4	0	2459.8	525221	35439
Wildcat	1498.050049	2327.5	0	2406.3	550915	33410
Wildcat	1498.199951	2401.6	0	2468.1	531271	35680
Wildcat	1498.579956	2333.5	0	2474.1	526434	35206
Wildcat	1499.51001	2466.6	0	2509.3	537836	34439
Wildcat	1499.72998	2511.6	0	2462.1	531292	33228
Wildcat	1500.25	2522.4	0	2414.4	542665	33276
Wildcat	1500.390015	2398.4	0	2407.4	554573	32967
Wildcat	1500.530029	2444.1	0	2316.5	523614	35855
Wildcat	1500.689941	2370.3	0	2420	519370	33396
Wildcat	1500.869995	2394.3	0	2326	540770	33179
Wildcat	1501.01001	2458.6	0	2448.1	540152	33607
Wildcat	1501.359985	2471.7	0	2411.9	513798	34875
Wildcat	1502.25	2494.6	0	2417.3	517377	33571
Wildcat	1502.349976	2504.7	0	2406.3	520608	34870
Wildcat	1502.619995	2516.5	0	2399.5	547416	35615
Wildcat	1503.280029	2326.3	0	2341.8	558604	34821
Wildcat	1503.410034	2318.4	0	2488	534689	35756
Wildcat	1503.76001	2434.9	0	2475.4	535153	33730
Wildcat	1504.609985	2441.8	0	2398	527262	35122
Wildcat	1504.76001	2297.8	0	2371.4	551943	34422
Wildcat	1505.119995	2456.8	0	2494.4	533995	33123
Wildcat	1505.209961	2465.6	0	2416.7	525148	34436
Wildcat	1505.310059	2348.3	0	2506	547701	33818
Wildcat	1505.420044	2364.5	0	2345.4	553768	35009
Wildcat	1505.540039	2468.1	0	2429	511701	34555
Wildcat	1505.670044	2324.9	0	2407.9	549686	33865
Wildcat	1506	2505.4	0	2389.3	530708	34618
Wildcat	1506.089966	2447	0	2478.1	516759	35283
Wildcat	1506.180054	2507.7	0	2429.7	529860	33743
Wildcat	1506.280029	2485	0	2437.2	557678	35201
Wildcat	1506.390015	2463.8	0	2464.3	537001	35074
Wildcat	1506.51001	2321.6	0	2447.3	546737	35955
Wildcat	1506.819946	2430.4	0	2463.1	513397	34780
Wildcat	1507.589966	2453.7	0	2355.1	547039	35055
Wildcat	1507.73999	2385	0	2448.6	541763	33214
Wildcat	1508.140015	2334.4	0	2327.7	556740	35745
Wildcat	1508.22998	2355.8	0	2317.2	546927	35849
Wildcat	1508.339966	2380.6	0	2290.4	552070	35363
Wildcat	1508.459961	2457.6	0	2407.5	523168	34506
Wildcat	1508.589966	2485.2	0	2319.9	511748	33092
Wildcat	1508.72998	2319.8	0	2444.7	548153	35346
Wildcat	1509.089966	2295.3	0	2403.3	534049	33089
Wildcat	1509.969971	2358.2	0	2394	514330	35681
Wildcat	1510.089966	2430.6	0	2443.9	513474	32988
Wildcat	1510.380005	2375.2	0	2488.1	510882	35350
Wildcat	1511.099976	2413.1	0	2370.1	521231	33543
Wildcat	1511.180054	2400.1	0	2353.6	531703	34413
Wildcat	1511.380005	2364.9	0	2313.5	529814	33844
Wildcat	1511.890015	2317.5	0	2397	522875	34842
Wildcat	1513.170044	2294	0	2436.9	507244	33508
Wildcat	1513.280029	2324.9	0	2374.3	515385	34461
Wildcat	1513.560059	2318.1	0	2361.3	554595	35282
Wildcat	1514.26001	2318.4	0	2464.8	542668	35934
Wildcat	1514.380005	2302	0	2412	524555	35472
Wildcat	1514.699951	2337.7	0	2437.1	541154	34860
Wildcat	1515.51001	2335.2	0	2462.4	527067	34782
Wildcat	1515.650024	2311.9	0	2434.9	533708	34414
Wildcat	1516.02002	2441.8	0	2386.9	522816	32751
Wildcat	1516.170044	2472.6	0	2340.3	527782	35699
Wildcat	1516.530029	2445.8	0	2313.8	531978	35178
Wildcat	1516.670044	2276.7	0	2285	513549	34474
Wildcat	1517.030029	2424.8	0	2402.8	539156	33498
Wildcat	1517.930054	2408.2	0	2358.9	543557	34657
Wildcat	1518.089966	2357.1	0	2454.3	511544	33995
Wildcat	1518.47998	2401.5	0	2333	504588	33901
Wildcat	1518.579956	2393.5	0	2471.5	542925	33447
Wildcat	1518.680054	2297.9	0	2419.6	549905	32637
Wildcat	1518.790039	2297.6	0	2319	519946	34309
Wildcat	1518.910034	2375.9	0	2428.3	528332	34194
Wildcat	1519.040039	2437.8	0	2327.8	539967	35655
Wildcat	1519.369995	2441.2	0	2281.3	512342	34763
Wildcat	1520.199951	2407.2	0	2452.3	531690	32923
Wildcat	1520.319946	2446.7	0	2323.1	512348	35006
Wildcat	1520.640015	2427	0	2334.5	516122	34566
Wildcat	1520.819946	2448.1	0	2397	504316	34862
Wildcat	1521.300049	2416.4	0	2346.2	548934	35813
Wildcat	1521.449951	2360.4	0	2276.1	510622	34522
Wildcat	1521.849976	2384.3	0	2314.5	533718	33341
Wildcat	1521.900024	2455.3	0	2323.7	542212	35415
Wildcat	1521.910034	2305.8	0	2309.6	538342	33512
Wildcat	1521.920044	2389.9	0	2305.2	517096	35201
Wildcat	1521.930054	2391.4	0	2326.8	548796	33276
Wildcat	1521.939941	2379.6	0	2331.3	541597	32936
Wildcat	1521.969971	2461.2	0	2454.6	520962	32714
Wildcat	1522	2277.2	0	2277.2	499227	34225
Wildcat	1522.079956	2392.8	0	2350.1	529314	35513
Wildcat	1522.089966	2463.3	0	2442.5	550592	35732
Wildcat	1522.119995	2374.7	0	2297.4	535547	35024
Wildcat	1522.189941	2363.1	0	2379.3	504041	32669
Wildcat	1522.209961	2295.9	0	2446	512512	34146
Wildcat	1522.22998	2269.1	0	2353.4	520922	33798
Wildcat	1522.25	2373.9	0	2390.3	521871	35559
Wildcat	1522.280029	2367.7	0	2410	522005	35374
Wildcat	1522.300049	2470.8	0	2339.1	537528	35036
Wildcat	1522.359985	2453.4	0	2280.3	544511	34327
Wildcat	1522.51001	2353.6	0	2286.4	506381	34301
Wildcat	1522.530029	2344.7	0	2287.9	536304	34129
Wildcat	1522.599976	2459.9	0	2398.4	548962	34141
Wildcat	1522.75	2273.2	0	2354.8	506189	34787
Wildcat	1522.780029	2440	0	2474.7	514050	34355
Wildcat	1522.849976	2360.7	0	2409.9	517680	33369
Wildcat	1523.030029	2347.7	0	2279.9	509310	35810
Wildcat	1523.050049	2448.3	0	2344.6	547727	35358
Wildcat	1523.089966	2339.8	0	2315.2	529366	34899
Wildcat	1523.199951	2314.6	0	2403.2	541797	34471
Wildcat	1523.47998	2377.6	0	2381.9	530106	34003
Wildcat	1523.52002	2331.6	0	2284.5	539963	32742
Wildcat	1523.640015	2352.1	0	2377	524454	33837
Wildcat	1523.939941	2314	0	2261.3	518007	33075
Wildcat	1523.98999	2381	0	2336.7	538514	34757
Wildcat	1524.109985	2435.5	0	2433.1	514387	32731
Wildcat	1524.430054	2387.4	0	2366.2	546281	33537
Wildcat	1524.48999	2446.6	0	2309.7	527057	33052
Wildcat	1524.650024	2413.2	0	2277.1	535876	34654
Wildcat	1525.040039	2302.4	0	2468.9	512675	35691
Wildcat	1525.089966	2345.9	0	2418.6	511273	33667
Wildcat	1525.209961	2292.3	0	2318.6	544141	33036
Wildcat	1525.52002	2409.1	0	2366.4	520835	34423
Wildcat	1525.589966	2411.8	0	2392.1	517994	33260
Wildcat	1525.77002	2257.6	0	2445.5	522328	34120
Wildcat	1525.869995	2392.8	0	2277.8	539326	33447
Wildcat	1526.119995	2385.6	0	2370.7	512645	33343
Wildcat	1526.180054	2396.8	0	2401.9	514208	34122
Wildcat	1526.25	2328.7	0	2444.6	514136	32532
Wildcat	1526.329956	2417.3	0	2436.9	517369	34340
Wildcat	1526.410034	2316.5	0	2354.1	537572	34937
Wildcat	1526.47998	2290.1	0	2292.9	508524	33293
Wildcat	1526.660034	2440.1	0	2448.3	522279	35713
Wildcat	1526.73999	2438.2	0	2305.1	519161	32740
Wildcat	1526.949951	2345.2	0	2361.3	545390	33060
Wildcat	1527.01001	2323.1	0	2309.7	511668	34187
Wildcat	1527.069946	2365.8	0	2343	509380	32886
Wildcat	1527.130005	2363	0	2425.3	526675	34307
Wildcat	1527.199951	2267.2	0	2314.7	527288	33567
Wildcat	1527.280029	2410.5	0	2365.1	519729	32648
Wildcat	1527.469971	2293.2	0	2276.3	506703	35137
Wildcat	1527.959961	2407.1	0	2446.3	499772	33660
Wildcat	1528.060059	2290	0	2266.2	510862	33777
Wildcat	1528.300049	2396.2	0	2301	526271	33980
Wildcat	1528.890015	2278.5	0	2390.9	508529	34942
Wildcat	1529	2309.5	0	2314	536036	35250
Wildcat	1529.26001	2358.9	0	2313.3	524034	34371
Wildcat	1529.920044	2307.2	0	2282.7	515063	34416
Wildcat	1530.089966	2442.1	0	2289	511625	33625
Wildcat	1530.52002	2319.7	0	2258.5	543940	33876
Wildcat	1530.77002	2340.2	0	2445.6	520237	32717
Wildcat	1531.400024	2385	0	2324.5	540107	34955
Wildcat	1531.560059	2411.7	0	2376.4	531301	33166
Wildcat	1531.72998	2411.1	0	2326.6	521170	35029
Wildcat	1531.890015	2350.1	0	2318	529476	33099
Wildcat	1532.069946	2303.8	0	2423.8	507089	33703
Wildcat	1532.27002	2391.1	0	2377	511475	35384
Wildcat	1532.76001	2289.3	0	2247.6	526752	33310
Wildcat	1533.98999	2255.7	0	2362.9	527838	33088
Wildcat	1534.150024	2286.9	0	2436.4	518608	33326
Wildcat	1534.550049	2427.6	0	2278.2	500120	35682
Wildcat	1535.560059	2402.8	0	2329.9	538420	34093
Wildcat	1535.709961	2357.5	0	2351.6	528220	35230
Wildcat	1536.069946	2373.7	0	2329.6	506536	32962
Wildcat	1536.98999	2448.4	0	2285.9	498488	35173
Wildcat	1537.189941	2324.4	0	2325.9	515840	33107
Wildcat	1537.699951	2341.5	0	2286.2	511710	32669
Wildcat	1537.829956	2363.8	0	2308.2	499330	33490
Wildcat	1537.969971	2418.7	0	2349.9	515207	35652
Wildcat	1538.130005	2294.1	0	2263.3	520770	32962
Wildcat	1538.300049	2305.9	0	2326.2	498976	35481
Wildcat	1538.48999	2261	0	2390.9	513577	34867
Wildcat	1538.959961	2415.2	0	2444.6	542106	35120
Wildcat	1539.079956	2452.2	0	2361.7	509973	34396
Wildcat	1539.209961	2245.7	0	2428.7	499897	32947
Wildcat	1539.359985	2387.9	0	2421.4	505183	35638
Wildcat	1539.51001	2451.3	0	2288	526850	34889
Wildcat	1539.689941	2248.6	0	2300.9	536682	32830
Wildcat	1540.119995	2367.7	0	2449.1	502734	33942
Wildcat	1541.219971	2395.2	0	2365	527766	34486
Wildcat	1541.329956	2267.3	0	2411.3	508127	34689
Wildcat	1541.630005	2311.1	0	2320.6	538677	34536
Wildcat	1542.369995	2399.9	0	2344.8	494930	32858
Wildcat	1542.459961	2240.5	0	2417.3	510881	34255
Wildcat	1542.680054	2308.1	0	2435.6	537606	33976
Wildcat	1543.23999	2374.8	0	2259.5	537519	35569
Wildcat	1543.319946	2321.6	0	2359.7	517291	32472
Wildcat	1543.530029	2258.6	0	2351.2	541046	33026
Wildcat	1544.060059	2317.2	0	2429.6	529451	35223
Wildcat	1544.180054	2270.6	0	2380	529487	34938
Wildcat	1544.48999	2374.2	0	2374.9	539772	34382
Wildcat	1544.569946	2304.7	0	2323.6	522062	35150
Wildcat	1544.660034	2334.2	0	2289.3	537777	33542
Wildcat	1544.75	2420.5	0	2318.5	499119	32563
Wildcat	1544.859985	2422.5	0	2313.2	509888	32529
Wildcat	1544.969971	2329.4	0	2385.4	506784	33356
Wildcat	1545.26001	2275.5	0	2320.5	510113	33986
Wildcat	1545.469971	2355.1	0	2375.5	494239	33127
Wildcat	1546	2385.4	0	2239.6	517263	34352
Wildcat	1546.140015	2392.3	0	2289.7	530780	34141
Wildcat	1546.280029	2405.7	0	2252.2	513737	34883
Wildcat	1546.449951	2432.8	0	2442.8	514147	33185
Wildcat	1546.589966	2326.8	0	2371.1	537909	34313
Wildcat	1546.76001	2372.8	0	2250.7	528895	32970
Wildcat	1547.170044	2238.8	0	2370.6	534453	33944
Wildcat	1547.420044	2304	0	2279.4	496206	33399
Wildcat	1547.619995	2407.8	0	2318.2	535936	35383
Wildcat	1548.140015	2397.3	0	2239.2	510716	34316
Wildcat	1548.26001	2389.7	0	2335.7	510657	34386
Wildcat	1548.410034	2399.8	0	2334.3	513631	33007
Wildcat	1548.560059	2290.1	0	2359.9	518027	34358
Wildcat	1548.72998	2366.6	0	2300.2	512542	34854
Wildcat	1548.920044	2359	0	2236.1	513262	34911
Wildcat	1549.400024	2297.8	0	2435	537679	34144
Wildcat	1550.589966	2242.7	0	2248	499390	34171
Wildcat	1550.819946	2339.3	0	2393.7	498786	33438
Wildcat	1551.410034	2438.6	0	2421	532206	33527
Wildcat	1551.560059	2339.5	0	2370.1	506087	33265
Wildcat	1551.719971	2288.2	0	2329.8	506146	34517
Wildcat	1551.890015	2296.4	0	2249.3	498268	35136
Wildcat	1552.069946	2438.7	0	2402.2	535761	32928
Wildcat	1552.209961	2305.8	0	2371.2	507989	35177
Wildcat	1552.560059	2268.9	0	2314.2	506986	33797
Wildcat	1552.900024	2370	0	2405.1	522690	33000
Wildcat	1552.910034	2355	0	2323.5	517919	34107
Wildcat	1552.920044	2436.3	0	2437.7	513898	32616
Wildcat	1552.930054	2362	0	2323.6	512803	33612
Wildcat	1552.939941	2430.2	0	2348.4	531643	34845
Wildcat	1552.97998	2252.1	0	2270.9	537178	34155
Wildcat	1553	2332.9	0	2332.9	477815	32656
Wildcat	1553.060059	2334.6	0	2323.1	532113	33939
Wildcat	1553.209961	2318.2	0	2347.8	521175	34048
Wildcat	1553.22998	2298.1	0	2283	507878	34003
Wildcat	1553.27002	2410.5	0	2381.2	508942	35326
Wildcat	1553.380005	2425.2	0	2335.5	502850	35133
Wildcat	1553.410034	2270.4	0	2404.3	531166	33795
Wildcat	1553.48999	2420.1	0	2385.3	537949	32515
Wildcat	1553.680054	2250.2	0	2317.1	503435	35421
Wildcat	1553.719971	2437.5	0	2269.4	513690	32603
Wildcat	1553.839966	2439.7	0	2378.7	530189	32868
Wildcat	1554.140015	2402.7	0	2377.1	490453	32477
Wildcat	1554.219971	2359.7	0	2342.6	495302	33684
Wildcat	1554.400024	2304.1	0	2237.6	519038	34167
Wildcat	1554.869995	2352.4	0	2317.2	504489	34501
Wildcat	1554.959961	2415.4	0	2241.9	500100	32865
Wildcat	1555.160034	2229.4	0	2296.4	515827	35052
Wildcat	1555.680054	2379.9	0	2308.7	497254	32520
Wildcat	1555.75	2257.1	0	2288.1	536726	34915
Wildcat	1555.930054	2397.3	0	2290.1	536022	33901
Wildcat	1556.369995	2302.2	0	2351.6	498883	34595
Wildcat	1556.439941	2322.4	0	2395.9	510541	35330
Wildcat	1556.609985	2367.5	0	2381.9	491639	32983
Wildcat	1557.030029	2284.9	0	2263.8	523946	34108
Wildcat	1557.099976	2307.3	0	2421.7	506580	34715
Wildcat	1557.280029	2384.7	0	2318.8	530856	33472
Wildcat	1557.709961	2317.6	0	2311.9	493165	35201
Wildcat	1557.819946	2381.2	0	2346	494489	34881
Wildcat	1558.069946	2386.9	0	2396	502387	33564
Wildcat	1558.699951	2234.4	0	2356.8	498029	34350
Wildcat	1558.800049	2232.6	0	2362.7	507690	33578
Wildcat	1559.02002	2371.9	0	2385.7	518916	35275
Wildcat	1559.579956	2407.1	0	2399.3	491357	32785
Wildcat	1559.709961	2361.9	0	2398.1	509058	32411
Wildcat	1560.01001	2254.5	0	2286.6	515886	34752
Wildcat	1560.76001	2281.2	0	2227.2	516780	34550
Wildcat	1560.880005	2400.7	0	2228.1	532054	32553
Wildcat	1561.189941	2284.2	0	2233	491541	33092
Wildcat	1561.27002	2377.3	0	2283.7	491221	35065
Wildcat	1561.359985	2301.7	0	2315.5	521761	34493
Wildcat	1561.449951	2402.2	0	2273.8	503849	32627
Wildcat	1561.550049	2349.3	0	2225.5	496499	33175
Wildcat	1561.670044	2405.6	0	2321.1	516150	33598
Wildcat	1561.949951	2332.1	0	2317.8	528054	32914
Wildcat	1562.109985	2278.6	0	2381.1	511603	33900
Wildcat	1562.52002	2323.2	0	2301.8	495004	34905
Wildcat	1562.689941	2295.4	0	2276	527564	34729
Wildcat	1563.130005	2430.6	0	2349.5	524260	33253
