physics_strategy,epochs,batch_size,learning_rate,data_sample,trend_degree,optuna_trial_number,experiment_id,seed,architecture_name,feature_kind,use_known_good,lag_window,horizon,patience,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,show_components
arps,20,8,0.05,0.01,5,10,UNISIM_IV_P14_Seq2Trend_trial_10,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,16,0.05,0.5,8,11,UNISIM_IV_P14_Seq2Trend_trial_11,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,8,0.005,0.99,7,12,UNISIM_IV_P14_Seq2Trend_trial_12,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,100,8,0.001,0.99,2,13,UNISIM_IV_P14_Seq2Trend_trial_13,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,16,0.05,0.99,8,14,UNISIM_IV_P14_Seq2Trend_trial_14,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,16,0.05,0.99,2,15,UNISIM_IV_P14_Seq2Trend_trial_15,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,16,0.05,0.5,3,16,UNISIM_IV_P14_Seq2Trend_trial_16,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,16,0.005,0.01,3,17,UNISIM_IV_P14_Seq2Trend_trial_17,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,50,16,0.05,0.5,8,18,UNISIM_IV_P14_Seq2Trend_trial_18,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,16,0.01,0.5,4,19,UNISIM_IV_P14_Seq2Trend_trial_19,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,100,16,0.05,0.5,5,20,UNISIM_IV_P14_Seq2Trend_trial_20,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,200,8,0.001,0.99,7,21,UNISIM_IV_P14_Seq2Trend_trial_21,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,20,8,0.01,0.01,5,22,UNISIM_IV_P14_Seq2Trend_trial_22,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,20,16,0.001,0.01,2,23,UNISIM_IV_P14_Seq2Trend_trial_23,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,20,16,0.001,0.5,6,24,UNISIM_IV_P14_Seq2Trend_trial_24,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,16,0.05,0.01,7,25,UNISIM_IV_P14_Seq2Trend_trial_25,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,16,0.001,0.01,5,26,UNISIM_IV_P14_Seq2Trend_trial_26,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,50,16,0.005,0.25,4,27,UNISIM_IV_P14_Seq2Trend_trial_27,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,16,0.05,0.5,5,28,UNISIM_IV_P14_Seq2Trend_trial_28,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,16,0.01,0.01,5,29,UNISIM_IV_P14_Seq2Trend_trial_29,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,8,0.01,0.5,7,30,UNISIM_IV_P14_Seq2Trend_trial_30,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,16,0.001,0.25,8,31,UNISIM_IV_P14_Seq2Trend_trial_31,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,16,0.05,0.01,2,32,UNISIM_IV_P14_Seq2Trend_trial_32,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,16,0.01,0.25,2,33,UNISIM_IV_P14_Seq2Trend_trial_33,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.05,0.25,2,34,UNISIM_IV_P14_Seq2Trend_trial_34,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,16,0.001,0.01,3,35,UNISIM_IV_P14_Seq2Trend_trial_35,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.001,0.99,5,36,UNISIM_IV_P14_Seq2Trend_trial_36,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,16,0.001,0.25,2,37,UNISIM_IV_P14_Seq2Trend_trial_37,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,50,16,0.005,0.5,5,38,UNISIM_IV_P14_Seq2Trend_trial_38,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,100,8,0.001,0.5,2,39,UNISIM_IV_P14_Seq2Trend_trial_39,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,200,8,0.05,0.25,8,40,UNISIM_IV_P14_Seq2Trend_trial_40,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,20,8,0.005,0.25,5,41,UNISIM_IV_P14_Seq2Trend_trial_41,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,20,16,0.005,0.25,2,42,UNISIM_IV_P14_Seq2Trend_trial_42,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,20,8,0.01,0.5,5,43,UNISIM_IV_P14_Seq2Trend_trial_43,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,16,0.005,0.5,4,44,UNISIM_IV_P14_Seq2Trend_trial_44,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,16,0.005,0.25,2,45,UNISIM_IV_P14_Seq2Trend_trial_45,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,8,0.05,0.25,6,46,UNISIM_IV_P14_Seq2Trend_trial_46,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,8,0.01,0.01,5,47,UNISIM_IV_P14_Seq2Trend_trial_47,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.01,0.5,2,48,UNISIM_IV_P14_Seq2Trend_trial_48,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,16,0.05,0.25,4,49,UNISIM_IV_P14_Seq2Trend_trial_49,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,16,0.05,0.01,2,50,UNISIM_IV_P14_Seq2Trend_trial_50,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,16,0.005,0.5,8,51,UNISIM_IV_P14_Seq2Trend_trial_51,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,100,8,0.005,0.99,8,52,UNISIM_IV_P14_Seq2Trend_trial_52,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,200,8,0.001,0.99,3,53,UNISIM_IV_P14_Seq2Trend_trial_53,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,16,0.005,0.25,6,54,UNISIM_IV_P14_Seq2Trend_trial_54,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.05,0.99,4,55,UNISIM_IV_P14_Seq2Trend_trial_55,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.05,0.01,3,56,UNISIM_IV_P14_Seq2Trend_trial_56,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,8,0.05,0.01,6,57,UNISIM_IV_P14_Seq2Trend_trial_57,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.05,0.99,8,58,UNISIM_IV_P14_Seq2Trend_trial_58,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.05,0.99,3,59,UNISIM_IV_P14_Seq2Trend_trial_59,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,100,8,0.01,0.01,3,60,UNISIM_IV_P14_Seq2Trend_trial_60,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,20,8,0.005,0.01,7,61,UNISIM_IV_P14_Seq2Trend_trial_61,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,200,8,0.005,0.5,6,62,UNISIM_IV_P14_Seq2Trend_trial_62,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,16,0.005,0.01,6,63,UNISIM_IV_P14_Seq2Trend_trial_63,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.05,0.99,2,64,UNISIM_IV_P14_Seq2Trend_trial_64,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,8,0.001,0.01,3,65,UNISIM_IV_P14_Seq2Trend_trial_65,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,16,0.001,0.01,7,66,UNISIM_IV_P14_Seq2Trend_trial_66,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,8,0.001,0.99,8,67,UNISIM_IV_P14_Seq2Trend_trial_67,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,100,16,0.005,0.25,4,68,UNISIM_IV_P14_Seq2Trend_trial_68,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,100,16,0.05,0.25,4,69,UNISIM_IV_P14_Seq2Trend_trial_69,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,16,0.001,0.25,3,70,UNISIM_IV_P14_Seq2Trend_trial_70,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,200,8,0.01,0.5,8,71,UNISIM_IV_P14_Seq2Trend_trial_71,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.05,0.99,6,72,UNISIM_IV_P14_Seq2Trend_trial_72,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,20,16,0.005,0.5,3,73,UNISIM_IV_P14_Seq2Trend_trial_73,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.99,5,74,UNISIM_IV_P14_Seq2Trend_trial_74,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,8,0.005,0.99,6,75,UNISIM_IV_P14_Seq2Trend_trial_75,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,20,16,0.005,0.99,4,76,UNISIM_IV_P14_Seq2Trend_trial_76,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,8,0.05,0.5,6,77,UNISIM_IV_P14_Seq2Trend_trial_77,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,7,78,UNISIM_IV_P14_Seq2Trend_trial_78,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,20,16,0.05,0.5,7,79,UNISIM_IV_P14_Seq2Trend_trial_79,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,16,0.005,0.25,3,80,UNISIM_IV_P14_Seq2Trend_trial_80,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,8,0.005,0.01,8,81,UNISIM_IV_P14_Seq2Trend_trial_81,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,20,16,0.01,0.99,2,82,UNISIM_IV_P14_Seq2Trend_trial_82,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,100,16,0.001,0.5,8,83,UNISIM_IV_P14_Seq2Trend_trial_83,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,20,8,0.05,0.5,7,84,UNISIM_IV_P14_Seq2Trend_trial_84,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,20,16,0.05,0.25,4,85,UNISIM_IV_P14_Seq2Trend_trial_85,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,100,8,0.01,0.25,4,86,UNISIM_IV_P14_Seq2Trend_trial_86,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,16,0.05,0.99,6,87,UNISIM_IV_P14_Seq2Trend_trial_87,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,50,16,0.01,0.25,5,88,UNISIM_IV_P14_Seq2Trend_trial_88,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,100,16,0.05,0.25,7,89,UNISIM_IV_P14_Seq2Trend_trial_89,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.05,0.5,2,90,UNISIM_IV_P14_Seq2Trend_trial_90,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,200,16,0.01,0.01,5,91,UNISIM_IV_P14_Seq2Trend_trial_91,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,8,0.005,0.25,7,92,UNISIM_IV_P14_Seq2Trend_trial_92,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,16,0.005,0.25,5,93,UNISIM_IV_P14_Seq2Trend_trial_93,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,16,0.005,0.99,8,94,UNISIM_IV_P14_Seq2Trend_trial_94,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,16,0.01,0.25,2,95,UNISIM_IV_P14_Seq2Trend_trial_95,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,100,16,0.005,0.99,2,96,UNISIM_IV_P14_Seq2Trend_trial_96,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,20,8,0.001,0.01,2,97,UNISIM_IV_P14_Seq2Trend_trial_97,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,16,0.001,0.25,2,98,UNISIM_IV_P14_Seq2Trend_trial_98,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,20,8,0.01,0.01,5,99,UNISIM_IV_P14_Seq2Trend_trial_99,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
