physics_strategy,epochs,batch_size,learning_rate,data_sample,trend_degree,optuna_trial_number,experiment_id,seed,architecture_name,feature_kind,use_known_good,lag_window,horizon,patience,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,show_components
static,50,16,0.001,0.25,6,110,UNISIM_IV_P15_Seq2Trend_trial_110,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,111,UNISIM_IV_P15_Seq2Trend_trial_111,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,112,UNISIM_IV_P15_Seq2Trend_trial_112,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,113,UNISIM_IV_P15_Seq2Trend_trial_113,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,114,UNISIM_IV_P15_Seq2Trend_trial_114,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,115,UNISIM_IV_P15_Seq2Trend_trial_115,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,116,UNISIM_IV_P15_Seq2Trend_trial_116,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,117,UNISIM_IV_P15_Seq2Trend_trial_117,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,118,UNISIM_IV_P15_Seq2Trend_trial_118,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,119,UNISIM_IV_P15_Seq2Trend_trial_119,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,120,UNISIM_IV_P15_Seq2Trend_trial_120,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,121,UNISIM_IV_P15_Seq2Trend_trial_121,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,122,UNISIM_IV_P15_Seq2Trend_trial_122,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,123,UNISIM_IV_P15_Seq2Trend_trial_123,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,124,UNISIM_IV_P15_Seq2Trend_trial_124,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,125,UNISIM_IV_P15_Seq2Trend_trial_125,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,126,UNISIM_IV_P15_Seq2Trend_trial_126,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,127,UNISIM_IV_P15_Seq2Trend_trial_127,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,128,UNISIM_IV_P15_Seq2Trend_trial_128,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,129,UNISIM_IV_P15_Seq2Trend_trial_129,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,130,UNISIM_IV_P15_Seq2Trend_trial_130,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,131,UNISIM_IV_P15_Seq2Trend_trial_131,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,132,UNISIM_IV_P15_Seq2Trend_trial_132,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,133,UNISIM_IV_P15_Seq2Trend_trial_133,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,134,UNISIM_IV_P15_Seq2Trend_trial_134,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,135,UNISIM_IV_P15_Seq2Trend_trial_135,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,136,UNISIM_IV_P15_Seq2Trend_trial_136,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,137,UNISIM_IV_P15_Seq2Trend_trial_137,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,138,UNISIM_IV_P15_Seq2Trend_trial_138,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,139,UNISIM_IV_P15_Seq2Trend_trial_139,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,140,UNISIM_IV_P15_Seq2Trend_trial_140,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,141,UNISIM_IV_P15_Seq2Trend_trial_141,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,142,UNISIM_IV_P15_Seq2Trend_trial_142,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,143,UNISIM_IV_P15_Seq2Trend_trial_143,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,144,UNISIM_IV_P15_Seq2Trend_trial_144,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,145,UNISIM_IV_P15_Seq2Trend_trial_145,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,146,UNISIM_IV_P15_Seq2Trend_trial_146,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,147,UNISIM_IV_P15_Seq2Trend_trial_147,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,148,UNISIM_IV_P15_Seq2Trend_trial_148,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.001,0.25,6,149,UNISIM_IV_P15_Seq2Trend_trial_149,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
