physics_strategy,epochs,batch_size,learning_rate,data_sample,trend_degree,optuna_trial_number,experiment_id,seed,architecture_name,feature_kind,use_known_good,lag_window,horizon,patience,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,show_components
exponential,200,16,0.01,0.01,5,54,UNISIM_IV_P12_Seq2Trend_trial_54,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.01,0.5,3,55,UNISIM_IV_P12_Seq2Trend_trial_55,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,16,0.001,0.5,7,56,UNISIM_IV_P12_Seq2Trend_trial_56,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,100,16,0.001,0.99,3,57,UNISIM_IV_P12_Seq2Trend_trial_57,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,16,0.001,0.99,4,58,UNISIM_IV_P12_Seq2Trend_trial_58,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,200,8,0.05,0.01,5,59,UNISIM_IV_P12_Seq2Trend_trial_59,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,100,8,0.005,0.99,4,60,UNISIM_IV_P12_Seq2Trend_trial_60,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,8,0.01,0.25,7,61,UNISIM_IV_P12_Seq2Trend_trial_61,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,16,0.01,0.01,5,62,UNISIM_IV_P12_Seq2Trend_trial_62,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,8,0.005,0.5,7,63,UNISIM_IV_P12_Seq2Trend_trial_63,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,16,0.001,0.5,7,64,UNISIM_IV_P12_Seq2Trend_trial_64,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,8,0.05,0.25,2,65,UNISIM_IV_P12_Seq2Trend_trial_65,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,100,8,0.005,0.01,6,66,UNISIM_IV_P12_Seq2Trend_trial_66,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,20,16,0.001,0.99,8,67,UNISIM_IV_P12_Seq2Trend_trial_67,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,20,16,0.01,0.01,7,68,UNISIM_IV_P12_Seq2Trend_trial_68,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.005,0.5,3,69,UNISIM_IV_P12_Seq2Trend_trial_69,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,16,0.05,0.5,5,70,UNISIM_IV_P12_Seq2Trend_trial_70,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,100,8,0.001,0.25,2,71,UNISIM_IV_P12_Seq2Trend_trial_71,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,20,16,0.01,0.5,3,72,UNISIM_IV_P12_Seq2Trend_trial_72,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,8,0.005,0.25,2,73,UNISIM_IV_P12_Seq2Trend_trial_73,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,200,16,0.05,0.25,5,74,UNISIM_IV_P12_Seq2Trend_trial_74,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.001,0.01,5,75,UNISIM_IV_P12_Seq2Trend_trial_75,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,16,0.05,0.25,3,76,UNISIM_IV_P12_Seq2Trend_trial_76,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,200,16,0.001,0.5,4,77,UNISIM_IV_P12_Seq2Trend_trial_77,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,100,8,0.001,0.99,7,78,UNISIM_IV_P12_Seq2Trend_trial_78,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,100,8,0.005,0.01,3,79,UNISIM_IV_P12_Seq2Trend_trial_79,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.005,0.01,4,80,UNISIM_IV_P12_Seq2Trend_trial_80,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,20,16,0.01,0.5,8,81,UNISIM_IV_P12_Seq2Trend_trial_81,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,200,8,0.005,0.25,6,82,UNISIM_IV_P12_Seq2Trend_trial_82,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,200,8,0.01,0.5,6,83,UNISIM_IV_P12_Seq2Trend_trial_83,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,100,16,0.005,0.25,7,84,UNISIM_IV_P12_Seq2Trend_trial_84,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,20,16,0.01,0.5,3,85,UNISIM_IV_P12_Seq2Trend_trial_85,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,200,8,0.05,0.01,8,86,UNISIM_IV_P12_Seq2Trend_trial_86,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,16,0.05,0.99,8,87,UNISIM_IV_P12_Seq2Trend_trial_87,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,8,0.001,0.01,4,88,UNISIM_IV_P12_Seq2Trend_trial_88,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,20,8,0.001,0.99,6,89,UNISIM_IV_P12_Seq2Trend_trial_89,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,50,8,0.05,0.01,7,90,UNISIM_IV_P12_Seq2Trend_trial_90,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,50,8,0.001,0.01,5,91,UNISIM_IV_P12_Seq2Trend_trial_91,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,100,8,0.05,0.01,8,92,UNISIM_IV_P12_Seq2Trend_trial_92,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,200,8,0.005,0.01,7,93,UNISIM_IV_P12_Seq2Trend_trial_93,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,100,8,0.001,0.01,7,94,UNISIM_IV_P12_Seq2Trend_trial_94,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
arps,50,16,0.005,0.25,4,95,UNISIM_IV_P12_Seq2Trend_trial_95,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
combined_exp_arps,100,8,0.01,0.25,7,96,UNISIM_IV_P12_Seq2Trend_trial_96,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
pressure_ensemble,20,8,0.001,0.25,5,97,UNISIM_IV_P12_Seq2Trend_trial_97,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,200,16,0.005,0.01,4,98,UNISIM_IV_P12_Seq2Trend_trial_98,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
exponential,50,8,0.001,0.25,8,99,UNISIM_IV_P12_Seq2Trend_trial_99,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
