physics_strategy,epochs,batch_size,learning_rate,data_sample,trend_degree,optuna_trial_number,experiment_id,seed,architecture_name,feature_kind,use_known_good,lag_window,horizon,patience,test_size,val_size,aggregation_method,evaluate_by_slice,aggregation_quantiles,plot,scenario,show_components
static,50,8,0.01,0.5,2,127,UNISIM_IV_P16_Seq2Trend_trial_127,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,128,UNISIM_IV_P16_Seq2Trend_trial_128,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,129,UNISIM_IV_P16_Seq2Trend_trial_129,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,130,UNISIM_IV_P16_Seq2Trend_trial_130,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,131,UNISIM_IV_P16_Seq2Trend_trial_131,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,132,UNISIM_IV_P16_Seq2Trend_trial_132,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,133,UNISIM_IV_P16_Seq2Trend_trial_133,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,134,UNISIM_IV_P16_Seq2Trend_trial_134,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,135,UNISIM_IV_P16_Seq2Trend_trial_135,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,136,UNISIM_IV_P16_Seq2Trend_trial_136,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,137,UNISIM_IV_P16_Seq2Trend_trial_137,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,138,UNISIM_IV_P16_Seq2Trend_trial_138,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,139,UNISIM_IV_P16_Seq2Trend_trial_139,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,140,UNISIM_IV_P16_Seq2Trend_trial_140,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,141,UNISIM_IV_P16_Seq2Trend_trial_141,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,142,UNISIM_IV_P16_Seq2Trend_trial_142,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,143,UNISIM_IV_P16_Seq2Trend_trial_143,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,144,UNISIM_IV_P16_Seq2Trend_trial_144,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,145,UNISIM_IV_P16_Seq2Trend_trial_145,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,146,UNISIM_IV_P16_Seq2Trend_trial_146,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,147,UNISIM_IV_P16_Seq2Trend_trial_147,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,148,UNISIM_IV_P16_Seq2Trend_trial_148,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
static,50,8,0.01,0.5,2,149,UNISIM_IV_P16_Seq2Trend_trial_149,42,Seq2Trend,Normal,False,300,300,20,0.6,0.1,median,True,"[0.25, 0.5, 0.75]",False,P50,False
